Arvind,Prabhakar,,AT&T,,,,Senior Data Scientist
Nargiss,Mouatta,,Spartz,,,,Jr. Data Scientist
Jeffrey,Marcus,,Kayak,,,,Senior Data Scientist
Joseph,Marr,,SYNTASAâ¢,,,,Senior Principal Data Scientist
Ting,Mao,,GrabTaxi,,,,Data Scientist
Christopher,Luhrs,,Facebook,,,,Data Scientist
Luc,Mehl,,Axiom Data Science,,,,Environmental Data Scientist
Jialing,Li,,Microsoft Corporation,,,,Data Scientist
Walter,Linde-Zwirble,,Trexin Consulting Inc,,,,"Chief Data Scientist, Health Economics"
Maokai,Lin,,Smarking Inc,,,,Data Scientist
Uri,Laserson,,Cloudera,,,,Data scientist
Annette,Taberner,,RetailMeNot,,,,Data Scientist
Mehmet,Yunt,,Collective Media,,,,Senior Data Scientist
Victor,Vazquez,,Airbnb,,,,Data Scientist
David,Lepzelter,,IgnitionOne,,,,Data Scientist
Diyang,Tang,,Twitter Inc,,,,Data Scientist
Jennifer,Seto,,Bloomberg,,,,Data Scientist
Mark,Borowsky,,Novartis Institute for Biomedical Research,,,,"Executive Director, Data Analytics"
Ranee,Brylinski,,Brylinski Research,,,,"Co-Founder, Chief Scientist, Co-CEO"
Jeffrey,Borowitz,,Giant Oak,,,,Social Scientist
Robert,Bieri,,SAIC Science Applications International Corporation,,,,Senior Engineer
Michelle,Bonugli,,CACI International,,,,Senior IT Scientist
Frank,Bentley,,Yahoo!,,,,Principal Research Scientist
Paul,Bayer,,WSI,,,,Chief Scientist
Terrance,Barker,,HNC Software - Retired,,,,Sr Staff Scientist
David,Bacon,,Science Applications International Corporation,,,,"Director, Center for Atmospheric Physics"
Keith,Bonawitz,,,,,,
Konstantinos,Arkoudas,,Bloomberg R&D,,,,Senior Computer Scientist
Paul,Acosta,,MIT Laboratory for Nuclear Science,,,,Computer Services Group Manager
Richard,Alexander,,Self Employed,,,,
Erik,Lickerman,,,,,,
Burton,Kaliski,,Verisign,,,,Senior Vice President and CTO
Ellie,Graeden,,Gryphon Scientific,,,,Division Director Strategic Systems
William,DelHagen,,Self,,,,
Janet,Johnston,,US Air Force Foreign Military Sales,,,,Scientist/Engineer
Marios,Kagarlis,,"Ventana Systems, Inc",,,,Chief Scientist
Kriti,Jain,,,,,,
Charles,Jankowski,,Performance Technology Partners,,,,Senior Speech Scientist
Leah,Hutchison,,"Frontier Technology, Inc",,,,Senior Scientist
Tristan,Jehan,,The Echo Nest,,,,Co-Founder & CEO
Mohibi,Hussain,,MIT,,,,Strategy consultant
Kris,Homsi,,Nike,,,,sports performance svcs.
Thomas,Hess,,University of Texas at Austin,,,,Research Scientist
Donna,Hendrix,,,,,,
John,Greene,,"SRA International, Inc.",,,,"Senior Director, Bioinformatics"
Gary,Gibian,,QinetiQ North America - Technology Solutions Group,,,,Sr Scientist
Jennifer,Healey,,Intel Corporation,,,,Research Scientist
Samuel,Hokin,,IMS / UW-Madison / Carnegie Institution for Science,,,,Senior Developer / Lecturer / Computational Scientist
Albert,Galick,,self,,,,self
Timothy,Hazen,,Microsoft,,,,Principal Speech Scientist
Michael,Gaidis,,HGST/Western Digital,,,,Technologist
Anthony,Harkin,,Rochester Institute of Technology,,,,Math Professor
Thomas,Furnas,,Molecular Data Corporation,,,,President
Heidi,Fox,,"HERE, a Nokia business",,,,Principal Software Engineer
Daniel,Park,,Broad Institute,,,,Computational Biologist
Timur,Shtatland,,Massachusetts General Hospital,,,,Instructor - bioinformatics
Andrew,Stein,,Novartis Institute for BioMedical Research,,,,Associate Director
Brian,Keegan,,Harvard Business School,,,,Research Associate
Tyrone,Smith,,San Bernardino County,,,,Chief Technology Officer
Samuel,Millington,,Amadeus Data Processing GmBH,,,,System Support Engineer
Douglas,Foxvog,,Enterra Solutions,,,,
Nathan,Siemers,,Bristol-Myers Squibb,,,,"Director R&D, Applied Genomics"
David,Shupe,,California Inst of Technology,,,,Senior Staff Scientist
Steven,Scott,,Princeton Univ,,,,Research Physicist
David,Schissel,,General Atomics,,,,Principal Scientist&Group Leader
David,Saul,,State Street,,,,Senior Vice President & Chief Scientist
Margaret,Sano,,Ocean Surveys,,,,Project Scientist
Ilya,Shlyakhter,,Broad Institute of MIT and Harvard,,,,Computational Biologist
Jason,Salter,,FivePaths LLC,,,,Partner
Edward,Sittler,,NASA,,,,Astrophysicist
Oded,Shaham,,IBM Research,,,,Research Scientist
Joseph,Rosenshein,,Ovitz Corporation,,,,Vice President & Chief Technology Officer
Mary,Reppy,,Abacalab Inc,,,,Chief Operations Officer
David,Zafrilla-Gonzales,,Synergic Partners,,,,COO CIO (Chief Operations & Innovation Officer)
"Coelho,",Pint,,Quantlab Financial,,,,Quantitatiive Developer
Anthony,Polucci,,Veridian,,,,Physicist
Huai-Min,Zhang,,NOAA National Climatic Data Center,,,,Physical Scientist
Lamar,Ramos,,Infometrix,,,,Chief Scientist
Edward,Wilson,,INTELLIzation,,,,Chief Scientist
David,Reiley,,Google,,,,Research Scientist
Patrick,Wojdowski,,L3 Communications - Ocean Systems Division,,,,Senior Principal Sytems Engineer
Shivkumar,Venkatasubrahmanyam,,Amgen Inc.,,,,Bioinformatics Scientist
Leonardo,Urbina,,Hubspot,,,,Senior Software Engineering
Aaron,Ucko,,National Library of Medicine,,,,Staff Scientist
Steven,Weiss,,JDA Software,,,,Senior Computer Scientist
Christian,Wachinger,,MIT CSAIL Laboratory,,,,Postdoctoral Associate
Marcelo,Torres,,Akamai Technologies,,,,Research Scientist
George,Thompson,,Northrop Grumman,,,,RETIRED Senior Scientist
Lloyd,Treinish,,IBM International Business Machines Corporation,,,,Distinguished Engineer
Robert,Phair,,Integrative Bioinformatics Inc,,,,Chief Science Officer
Martin,Szummer,,University of Cambridge,,,,Senior Researcher
Jorge,Ortiz,,IBM Research,,,,Research Scientist
Sandeep,Tiwari,,Oracle America Inc.,,,,Scientist
Stephanie,Orellana,,NineSigma Inc.,,,,"Director, Technology Insights Solutions"
Benjamin,Olasov,,"University of California, San Francisco",,,,
Divya,Pillai,,Argonne National Laboratory,,,,"Intern, Co-op student in the Schabacker Lab"
Ted,Moore,,American Pacific Corporation,,,,Senior Scientist
Marian,Nodine,,Elastic Knowledge,,,,Chief Scientist
Christopher,Moore,,TrueFit,,,,Chief Analytics Officer
Kyle,Murray,,oDesk,,,,Research Intern
Brian,Mickus,,"Gilead Sciences, Inc.",,,,Research Scientist II
Tarjei,Mikkelsen,,Broad Institute,,,,Research Fellow
John,Makhoul,,BBN Technologies,,,,Chief Scientist
Creve,Maples,,Event Horizon Corporation,,,,CEO
Vikas,Mehrotra,,Tiger Consulting Group,,,,"President, Consulting Services"
Habib,Najm,,,,,,
Mark,Lillibridge,,HP,,,,Principal Research Scientist
Matthew,Lockhart,,MIT,,,,Data Analyst
Lawrence,Lyons,,,,,,
Douglas,Stewart,,Climatological Consulting Corporation,,,,Consulting Meteorologist
Gilbert,Leung,,Google,,,,Software Engineer
Martin,Kohn,,Sentrian Remote Patient Intelligence,,,,Chief Medical Scientist
Alexandros,Kyriakides,,ADITESS Ltd,,,,Software Engineer and Research Scientist
David,Kieda,,Univesity of Utah,,,,"Dean, The Graduate School and Professor"
Deirdre,Kittner,,"Pinney Associates, Inc.",,,,Senior Scientist
Joseph,Kaye,,Yahoo,,,,Senior Research Scientist
Stephen,Kent,,Raytheon BBN Technologies,,,,Chief Scientist - Emeritus
Miriam,Krauss,,National Radio Astronomy Observatory,,,,EVLA Commissioning Postdoctoral Fellow
Manolis,Kamvysselis,,MIT,,,,Professor
Roy,Kamimura,,Intrexon,,,,Senior manager
Anna,Folinsky,,HERE,,,,
Douglas,Fenger,,Dart NeuroScience,,,,Scientist
Daniel,Feldman,,Lawrence Berkeley National Laboratory,,,,Geological Project Scientist
Patricia,Engel,,Eastern Research Group,,,,Environmental Scientist
Jerome,Edwards,,Cameron-Cole LLC,,,,President & Co-Founder
Christopher,Fischer,,Pellion Technologies,,,,Senior Scientist
Tommy,Ebe,,Chemical Abstracts Service,,,,"Senior Scientist, Retired"
Roger,Edson,,NOAA/National Weather Service,,,,Science and Operations Officer
Harry,Feldman,,Computer Sciences Corporation,,,,Senior Computer Scientist
Jason,Diffendal,,Pfizer,,,,Manager
Marc,Davis,,Invention Arts,,,,Chief Scientist and Co-Founder
Mavis,Driscoll,,Booz Allen Hamilton,,,,Lead Scientist
Philippe,Cudre-Mauroux,,University of Fribourg,,,,Professor
Bruce,Daniels,,Univ California Santa Cruz,,,,Hydroclimatology Research
Larry,Constantine,,Constantine & Lockwood,,,,Chief Scientist
Vishal,Doshi,,,,,,
Christiane,Collins,,Astellas Pharma Europe,,,,
Julie,Cohen,,Weill Cornell Medical College,,,,Research Lab Tech II
Norman,Clerman,,Global Data Consultants,,,,Computer Scientist
Hai,Chen,,"Laboratory for Nuclear Science, MIT",,,,Research Assistant
Steven,Carlson,,Second Chance Energy Solutions,,,,Property Management
Robert,Chen,,Columbia University,,,,Senior Research Scientist
Joseph,Camacho,,NumerEx,,,,Staff Scientist
Lawrence,Bush,,,,,,
Charles,Cadieu,,MIT,,,,Postdoc
Kevin,Chu,,Serendipity Research,,,,Founder/Senior Research Scientist
Mark,Burstein,,Sift,,,,Principal Scientist
Mona,Vernon,,Thomson Reuters,,,,"VP, Data Innovation Lab"
Murtaza,Zafer,,Nyansa Inc.,,,,Data Scientist
Ming,Zheng,,QuantGroup,,,,Data Scientist
Mark,Wang,,Employee Stock Option (ESO) Fund,,,,Chief Data Scientist
Jonathan,Werberg,,Office of the Attorney General,,,,Data Scientist
Emily,Wang,,Uber Technologies,,,,Data Scientist
George,Lan,,Elsevier,,,,Analytic Product Manager
Jason,Ventrella,,MITRE,,,,Principal Data Scientist
Douglas,Twisselmann,,Netflix,,,,Senior Data Scientist
Daniel,Tunkelang,,LinkedIn,,,,Principal Data Scientist
Colin,Taylor,,Ginger.io,,,,Software Engineer / Data Scientist
Sonia,Timberlake,,AbVitro Inc,,,,Senior Data Scientist
James,Thornbrue,,UCSD,,,,Data Scientist
Peter,Swartz,,Panjiva,,,,Data Scientist
Christine,Sowa,,Wayfair,,,,Data Scientist
Peter,Skomoroch,,Data Collective,,,,Principal Data Scientist
Thomas,Clune,,NASA,,,,Senior Computational Scientist
Suresh,Segaran,,Metaweb,,,,Senior Data Scientist
Karen,Sittig,,Twitter Inc,,,,Data Scientist
Christopher,Schuch,,Kyruus,,,,Data Scientist
David,Shera,,AmeriHealth Caritas Family of Companies,,,,Data Scientist
Sepehr,Sarmadi,,Shutterstock Inc,,,,Data Scientist
Alexandre,Sahyoun,,Oracle,,,,Data Scientist
Lucas,Schiefelbein,,SumZero,,,,Data Scientist
Mauricio,Roman,,Loggly,,,,Data Scientist
Sharon,Rapoport,,Plaid Technologies Inc.,,,,Data Scientist
Jonathan,Rameseder,,Apple Inc.,,,,Data Scientist
Francis,Lam,,Aetion,,,,Principal Data Scientist
Brian,Wilt,,Jawbone,,,,Senior Data Scientist
Varun,Ramanujam,,"Facebook, Inc.",,,,Data Scientist
Richard,LaPointe,,Facebook,,,,Data Scientist
Thomas,Kollar,,Apple Inc,,,,Data Scientist
Benjamin,Joseph,,"Hello, Inc",,,,Data Scientist
Bharath,Krishnan,,CQuotient,,,,Principal Data Scientist
John,Lakness,,,,,,Data Scientist
Nathan,Janos,,OpenMail,,,,Principal Data Scientist
Aubrey,Jaffer,,Digilent,,,,Data Scientist
Anh,Huynh,,AdHarmonics,,,,Data Scientist
Claudia,Gold,,ClassDojo,,,,Data Scientist
Jedidiah,Horne,,Uber,,,,Data Scientist
Justin,Hemann,,Causata,,,,Principal Data Scientist
David,Forney,,SmartDrive,,,,Data Scientist/Sr. Statistical Programmer
Alexander,Hasha,,Capital One,,,,Applied Data Scientist
Ronald,Focia,,"Aspire Ventures, LLC.",,,,Data Scientist
Brian,Harms,,Akamai Technologies,,,,Principal Data Scientist
Daizhuo,Chen,,Dstillery,,,,Data Scientist
Michele,Covell,,Google Inc.,,,,Research Scientist
Scott,Golder,,Context Relevant,,,,Data Scientist and Staff Sociologist
first_name,last_name,home_address,company,mit_grad_year,work_address,email,job_title
Dean,Cerrato,,PatientsLikeMe,,,,Data Scientist
Brian,Cass,,White Ops,,,,Data Scientist
Alan,Ratner,,Retired Knowledge Engineer/Data Scientist,,,,Part-time community college math/physics tutor
Susan,Buchman,,Alcoa Inc.,,,,Senior Data Scientist
Esosa,Amayo,,Apple Inc,,,,Data Scientist
Thomas,Alcorn,,Adharmonics,,,,Data Scientist
Christine,Choi,,LinkedIn,,,,Data Scientist
Matthew,Bruchon,,Booz Allen Hamilton,,,,Data Scientist
Katie,Everett,,Twitter Inc,,,,Data Scientist
Ronald,Focia,,"Aspire Ventures, LLC.",,,,Data Scientist
Job,Evers,,Udacity,,,,Data Scientist
Miaoqing,Fang,,Facebook,,,,Data Scientist
Christopher,Cunningham,,HealthSense,,,,Data Scientist
Brock,Bose,,Accenture,,,,Technology Consultant & Data Scientist
David,Bermejo,,Packback Books,,,,Marketing Analyst and Data Scientist
Arvind,Prabhakar,,AT&T,,,,Senior Data Scientist
Nargiss,Mouatta,,Spartz,,,,Jr. Data Scientist
Marlene,Moyer,,International Business Machines Corporat,,,,Data Scientist
Thomas,Moyer,,Humetica,,,,data scientist
Luc,Mehl,,Axiom Data Science,,,,Environmental Data Scientist
Joseph,Marr,,SYNTASAâ¢,,,,Senior Principal Data Scientist
Wojciech,Musial,,Quid,,,,Data Scientist
Ian,Murray,,Humin,,,,Data Scientist
Jeffrey,Marcus,,Kayak,,,,Senior Data Scientist
Ting,Mao,,GrabTaxi,,,,Data Scientist
Maokai,Lin,,Smarking Inc,,,,Data Scientist
David,Lepzelter,,IgnitionOne,,,,Data Scientist
Christopher,Luhrs,,Facebook,,,,Data Scientist
Jialing,Li,,Microsoft Corporation,,,,Data Scientist
Uri,Laserson,,Cloudera,,,,Data scientist
Walter,Linde-Zwirble,,Trexin Consulting Inc,,,,"Chief Data Scientist, Health Economics"
Ranee,Brylinski,,Brylinski Research,,,,"Co-Founder, Chief Scientist, Co-CEO"
Mark,Borowsky,,Novartis Institute for Biomedical Research,,,,"Executive Director, Data Analytics"
Jeffrey,Borowitz,,Giant Oak,,,,Social Scientist
Frank,Bentley,,Yahoo!,,,,Principal Research Scientist
Keith,Bonawitz,,,,,,
Michelle,Bonugli,,CACI International,,,,Senior IT Scientist
Paul,Bayer,,WSI,,,,Chief Scientist
Robert,Bieri,,SAIC Science Applications International Corporation,,,,Senior Engineer
Terrance,Barker,,HNC Software - Retired,,,,Sr Staff Scientist
David,Bacon,,Science Applications International Corporation,,,,"Director, Center for Atmospheric Physics"
Paul,Acosta,,MIT Laboratory for Nuclear Science,,,,Computer Services Group Manager
Burton,Kaliski,,Verisign,,,,Senior Vice President and CTO
Erik,Lickerman,,,,,,
Ellie,Graeden,,Gryphon Scientific,,,,Division Director Strategic Systems
Richard,Alexander,,Self Employed,,,,
Anthony,Harkin,,Rochester Institute of Technology,,,,Math Professor
Konstantinos,Arkoudas,,Bloomberg R&D,,,,Senior Computer Scientist
Mona,Vernon,,Thomson Reuters,,,,"VP, Data Innovation Lab"
George,Lan,,Elsevier,,,,Analytic Product Manager
Ming,Zheng,,QuantGroup,,,,Data Scientist
Murtaza,Zafer,,Nyansa Inc.,,,,Data Scientist
Mehmet,Yunt,,Collective Media,,,,Senior Data Scientist
Mark,Wang,,Employee Stock Option (ESO) Fund,,,,Chief Data Scientist
Jonathan,Werberg,,Office of the Attorney General,,,,Data Scientist
Marios,Kagarlis,,"Ventana Systems, Inc",,,,Chief Scientist
Brian,Wilt,,Jawbone,,,,Senior Data Scientist
Janet,Johnston,,US Air Force Foreign Military Sales,,,,Scientist/Engineer
Tristan,Jehan,,The Echo Nest,,,,Co-Founder & CEO
Charles,Jankowski,,Performance Technology Partners,,,,Senior Speech Scientist
Leah,Hutchison,,"Frontier Technology, Inc",,,,Senior Scientist
Kris,Homsi,,Nike,,,,sports performance svcs.
Mohibi,Hussain,,MIT,,,,Strategy consultant
Samuel,Hokin,,IMS / UW-Madison / Carnegie Institution for Science,,,,Senior Developer / Lecturer / Computational Scientist
Thomas,Hess,,University of Texas at Austin,,,,Research Scientist
Donna,Hendrix,,,,,,
Jennifer,Healey,,Intel Corporation,,,,Research Scientist
John,Greene,,"SRA International, Inc.",,,,"Senior Director, Bioinformatics"
Albert,Galick,,self,,,,self
Michael,Gaidis,,HGST/Western Digital,,,,Technologist
Thomas,Furnas,,Molecular Data Corporation,,,,President
Timothy,Hazen,,Microsoft,,,,Principal Speech Scientist
Douglas,Foxvog,,Enterra Solutions,,,,
Gary,Gibian,,QinetiQ North America - Technology Solutions Group,,,,Sr Scientist
Robert,Phair,,Integrative Bioinformatics Inc,,,,Chief Science Officer
Jason,Salter,,FivePaths LLC,,,,Partner
Daniel,Park,,Broad Institute,,,,Computational Biologist
Joseph,Rosenshein,,Ovitz Corporation,,,,Vice President & Chief Technology Officer
Kriti,Jain,,,,,,
David,Shupe,,California Inst of Technology,,,,Senior Staff Scientist
Heidi,Fox,,"HERE, a Nokia business",,,,Principal Software Engineer
Andrew,Stein,,Novartis Institute for BioMedical Research,,,,Associate Director
Tyrone,Smith,,San Bernardino County,,,,Chief Technology Officer
Edward,Sittler,,NASA,,,,Astrophysicist
Timur,Shtatland,,Massachusetts General Hospital,,,,Instructor - bioinformatics
Oded,Shaham,,IBM Research,,,,Research Scientist
Ilya,Shlyakhter,,Broad Institute of MIT and Harvard,,,,Computational Biologist
Steven,Scott,,Princeton Univ,,,,Research Physicist
David,Schissel,,General Atomics,,,,Principal Scientist&Group Leader
Nathan,Siemers,,Bristol-Myers Squibb,,,,"Director R&D, Applied Genomics"
David,Saul,,State Street,,,,Senior Vice President & Chief Scientist
Margaret,Sano,,Ocean Surveys,,,,Project Scientist
Mary,Reppy,,Abacalab Inc,,,,Chief Operations Officer
David,Reiley,,Google,,,,Research Scientist
Lamar,Ramos,,Infometrix,,,,Chief Scientist
David,Zafrilla-Gonzales,,Synergic Partners,,,,COO CIO (Chief Operations & Innovation Officer)
Huai-Min,Zhang,,NOAA National Climatic Data Center,,,,Physical Scientist
Divya,Pillai,,Argonne National Laboratory,,,,"Intern, Co-op student in the Schabacker Lab"
Patrick,Wojdowski,,L3 Communications - Ocean Systems Division,,,,Senior Principal Sytems Engineer
"Coelho,",Pint,,Quantlab Financial,,,,Quantitatiive Developer
Edward,Wilson,,INTELLIzation,,,,Chief Scientist
Anthony,Polucci,,Veridian,,,,Physicist
Steven,Weiss,,JDA Software,,,,Senior Computer Scientist
Christian,Wachinger,,MIT CSAIL Laboratory,,,,Postdoctoral Associate
Shivkumar,Venkatasubrahmanyam,,Amgen Inc.,,,,Bioinformatics Scientist
Leonardo,Urbina,,Hubspot,,,,Senior Software Engineering
Aaron,Ucko,,National Library of Medicine,,,,Staff Scientist
Lloyd,Treinish,,IBM International Business Machines Corporation,,,,Distinguished Engineer
Sandeep,Tiwari,,Oracle America Inc.,,,,Scientist
Martin,Szummer,,University of Cambridge,,,,Senior Researcher
Douglas,Stewart,,Climatological Consulting Corporation,,,,Consulting Meteorologist
George,Thompson,,Northrop Grumman,,,,RETIRED Senior Scientist
Marcelo,Torres,,Akamai Technologies,,,,Research Scientist
Jorge,Ortiz,,IBM Research,,,,Research Scientist
Stephanie,Orellana,,NineSigma Inc.,,,,"Director, Technology Insights Solutions"
Marian,Nodine,,Elastic Knowledge,,,,Chief Scientist
Benjamin,Olasov,,"University of California, San Francisco",,,,
Habib,Najm,,,,,,
Tarjei,Mikkelsen,,Broad Institute,,,,Research Fellow
Ted,Moore,,American Pacific Corporation,,,,Senior Scientist
Samuel,Millington,,Amadeus Data Processing GmBH,,,,System Support Engineer
Kyle,Murray,,oDesk,,,,Research Intern
Brian,Mickus,,"Gilead Sciences, Inc.",,,,Research Scientist II
Vikas,Mehrotra,,Tiger Consulting Group,,,,"President, Consulting Services"
Creve,Maples,,Event Horizon Corporation,,,,CEO
Christopher,Moore,,TrueFit,,,,Chief Analytics Officer
Matthew,Lockhart,,MIT,,,,Data Analyst
Gilbert,Leung,,Google,,,,Software Engineer
Alexandros,Kyriakides,,ADITESS Ltd,,,,Software Engineer and Research Scientist
Mark,Lillibridge,,HP,,,,Principal Research Scientist
Martin,Kohn,,Sentrian Remote Patient Intelligence,,,,Chief Medical Scientist
Miriam,Krauss,,National Radio Astronomy Observatory,,,,EVLA Commissioning Postdoctoral Fellow
John,Makhoul,,BBN Technologies,,,,Chief Scientist
Lawrence,Lyons,,,,,,
Deirdre,Kittner,,"Pinney Associates, Inc.",,,,Senior Scientist
Stephen,Kent,,Raytheon BBN Technologies,,,,Chief Scientist - Emeritus
Joseph,Kaye,,Yahoo,,,,Senior Research Scientist
Brian,Keegan,,Harvard Business School,,,,Research Associate
Manolis,Kamvysselis,,MIT,,,,Professor
Roy,Kamimura,,Intrexon,,,,Senior manager
David,Kieda,,Univesity of Utah,,,,"Dean, The Graduate School and Professor"
Christopher,Fischer,,Pellion Technologies,,,,Senior Scientist
Anna,Folinsky,,HERE,,,,
Douglas,Fenger,,Dart NeuroScience,,,,Scientist
Harry,Feldman,,Computer Sciences Corporation,,,,Senior Computer Scientist
Daniel,Feldman,,Lawrence Berkeley National Laboratory,,,,Geological Project Scientist
Tommy,Ebe,,Chemical Abstracts Service,,,,"Senior Scientist, Retired"
Roger,Edson,,NOAA/National Weather Service,,,,Science and Operations Officer
Mavis,Driscoll,,Booz Allen Hamilton,,,,Lead Scientist
Vishal,Doshi,,,,,,
Jason,Diffendal,,Pfizer,,,,Manager
Jerome,Edwards,,Cameron-Cole LLC,,,,President & Co-Founder
Patricia,Engel,,Eastern Research Group,,,,Environmental Scientist
William,DelHagen,,Self,,,,
Philippe,Cudre-Mauroux,,University of Fribourg,,,,Professor
Marc,Davis,,Invention Arts,,,,Chief Scientist and Co-Founder
Michele,Covell,,Google Inc.,,,,Research Scientist
Larry,Constantine,,Constantine & Lockwood,,,,Chief Scientist
Julie,Cohen,,Weill Cornell Medical College,,,,Research Lab Tech II
Thomas,Clune,,NASA,,,,Senior Computational Scientist
Bruce,Daniels,,Univ California Santa Cruz,,,,Hydroclimatology Research
Christiane,Collins,,Astellas Pharma Europe,,,,
Norman,Clerman,,Global Data Consultants,,,,Computer Scientist
Kevin,Chu,,Serendipity Research,,,,Founder/Senior Research Scientist
Steven,Carlson,,Second Chance Energy Solutions,,,,Property Management
Joseph,Camacho,,NumerEx,,,,Staff Scientist
Lawrence,Bush,,,,,,
Hai,Chen,,"Laboratory for Nuclear Science, MIT",,,,Research Assistant
Mark,Burstein,,Sift,,,,Principal Scientist
Emily,Wang,,Uber Technologies,,,,Data Scientist
Robert,Chen,,Columbia University,,,,Senior Research Scientist
Charles,Cadieu,,MIT,,,,Postdoc
Jason,Ventrella,,MITRE,,,,Principal Data Scientist
Victor,Vazquez,,Airbnb,,,,Data Scientist
Daniel,Tunkelang,,LinkedIn,,,,Principal Data Scientist
Sonia,Timberlake,,AbVitro Inc,,,,Senior Data Scientist
Diyang,Tang,,Twitter Inc,,,,Data Scientist
James,Thornbrue,,UCSD,,,,Data Scientist
Colin,Taylor,,Ginger.io,,,,Software Engineer / Data Scientist
Douglas,Twisselmann,,Netflix,,,,Senior Data Scientist
Annette,Taberner,,RetailMeNot,,,,Data Scientist
Peter,Swartz,,Panjiva,,,,Data Scientist
Suresh,Segaran,,Metaweb,,,,Senior Data Scientist
Karen,Sittig,,Twitter Inc,,,,Data Scientist
Christopher,Schuch,,Kyruus,,,,Data Scientist
David,Shera,,AmeriHealth Caritas Family of Companies,,,,Data Scientist
Jennifer,Seto,,Bloomberg,,,,Data Scientist
Peter,Skomoroch,,Data Collective,,,,Principal Data Scientist
Christine,Sowa,,Wayfair,,,,Data Scientist
Lucas,Schiefelbein,,SumZero,,,,Data Scientist
Sepehr,Sarmadi,,Shutterstock Inc,,,,Data Scientist
Alexandre,Sahyoun,,Oracle,,,,Data Scientist
Sharon,Rapoport,,Plaid Technologies Inc.,,,,Data Scientist
Richard,LaPointe,,Facebook,,,,Data Scientist
Francis,Lam,,Aetion,,,,Principal Data Scientist
Varun,Ramanujam,,"Facebook, Inc.",,,,Data Scientist
Mauricio,Roman,,Loggly,,,,Data Scientist
Jonathan,Rameseder,,Apple Inc.,,,,Data Scientist
John,Lakness,,,,,,Data Scientist
Bharath,Krishnan,,CQuotient,,,,Principal Data Scientist
Benjamin,Joseph,,"Hello, Inc",,,,Data Scientist
Thomas,Kollar,,Apple Inc,,,,Data Scientist
Jedidiah,Horne,,Uber,,,,Data Scientist
Justin,Hemann,,Causata,,,,Principal Data Scientist
Anh,Huynh,,AdHarmonics,,,,Data Scientist
Nathan,Janos,,OpenMail,,,,Principal Data Scientist
Aubrey,Jaffer,,Digilent,,,,Data Scientist
Alexander,Hasha,,Capital One,,,,Applied Data Scientist
Brian,Harms,,Akamai Technologies,,,,Principal Data Scientist
David,Forney,,SmartDrive,,,,Data Scientist/Sr. Statistical Programmer
Edoardo,Conti,,Uber,,,,Data Scientist
Scott,Golder,,Context Relevant,,,,Data Scientist and Staff Sociologist
Sharon,Chou,,"FirstFuel Software, Inc.",,,,Data Scientist
Daizhuo,Chen,,Dstillery,,,,Data Scientist
Claudia,Gold,,ClassDojo,,,,Data Scientist
first_name,last_name,home_address,company,mit_grad_year,work_address,email,job_title
Thomas,Alcorn,,Adharmonics,,,,Data Scientist
Brian,Cass,,White Ops,,,,Data Scientist
Matthew,Bruchon,,Booz Allen Hamilton,,,,Data Scientist
David,Bermejo,,Packback Books,,,,Marketing Analyst and Data Scientist
Susan,Buchman,,Alcoa Inc.,,,,Senior Data Scientist
Alan,Ratner,,Retired Knowledge Engineer/Data Scientist,,,,Part-time community college math/physics tutor
Brock,Bose,,Accenture,,,,Technology Consultant & Data Scientist
Dean,Cerrato,,PatientsLikeMe,,,,Data Scientist
Esosa,Amayo,,Apple Inc,,,,Data Scientist
Katie,Everett,,Twitter Inc,,,,Data Scientist
Christine,Choi,,LinkedIn,,,,Data Scientist
Daizhuo,Chen,,Dstillery,,,,Data Scientist
Job,Evers,,Udacity,,,,Data Scientist
Edoardo,Conti,,Uber,,,,Data Scientist
Arvind,Prabhakar,,AT&T,,,,Senior Data Scientist
Sharon,Chou,,"FirstFuel Software, Inc.",,,,Data Scientist
Wojciech,Musial,,Quid,,,,Data Scientist
Ian,Murray,,Humin,,,,Data Scientist
Thomas,Moyer,,Humetica,,,,data scientist
Luc,Mehl,,Axiom Data Science,,,,Environmental Data Scientist
Joseph,Marr,,SYNTASAâ¢,,,,Senior Principal Data Scientist
Jeffrey,Marcus,,Kayak,,,,Senior Data Scientist
Marlene,Moyer,,International Business Machines Corporat,,,,Data Scientist
Christopher,Luhrs,,Facebook,,,,Data Scientist
Nargiss,Mouatta,,Spartz,,,,Jr. Data Scientist
Walter,Linde-Zwirble,,Trexin Consulting Inc,,,,"Chief Data Scientist, Health Economics"
Maokai,Lin,,Smarking Inc,,,,Data Scientist
Jialing,Li,,Microsoft Corporation,,,,Data Scientist
Jason,Ventrella,,MITRE,,,,Principal Data Scientist
David,Lepzelter,,IgnitionOne,,,,Data Scientist
Colin,Taylor,,Ginger.io,,,,Software Engineer / Data Scientist
Christopher,Cunningham,,HealthSense,,,,Data Scientist
Richard,Alexander,,Self Employed,,,,
Uri,Laserson,,Cloudera,,,,Data scientist
Ranee,Brylinski,,Brylinski Research,,,,"Co-Founder, Chief Scientist, Co-CEO"
Keith,Bonawitz,,,,,,
Michelle,Bonugli,,CACI International,,,,Senior IT Scientist
Robert,Bieri,,SAIC Science Applications International Corporation,,,,Senior Engineer
Frank,Bentley,,Yahoo!,,,,Principal Research Scientist
